title,cgross,studio,theaters2,theaters1,opening_gross,release_data
Dark City,14378331,NL,1754,1754,5576953,2/27/98
Dark Command,0,Rep.,0,0,0,4/15/40
The Dark Crystal,40577001,Uni.,858,1052,4657335,12/17/82
The Dark Crystal (special re-release),780491,Fathom,618,618,561977,2/25/18
Dark Days,309648,Palm,6,6,20035,9/1/00
Dark Eyes,2201428,Isld,0,0,0,11/1/87
Dark Forest,1739,ZKS,1,1,1739,8/21/15
The Dark Half,10611160,Orion,1563,1563,3250883,4/23/93
Dark Horse,166228,BM&DH,1,10,13551,6/8/12
The Dark Horse,67533,BG,2,10,8152,4/1/16
Dark Horse (2016),940715,SPC,3,74,13838,5/6/16
Dark Horse (Canada Release),90136,Mon,1,7,1865,9/20/15
The Dark Hours,423,0,1,1,338,10/13/05
The Dark Knight,533345358,WB,4366,4366,158411483,7/18/08
The Dark Knight (2012 re-release),1513086,WB,0,0,0,7/19/12
The Dark Knight Rises,448139099,WB,4404,4404,160887295,7/20/12
Dark Matter,30591,FInd.,2,5,8701,4/11/08
Dark Money,210996,PBS,1,20,8100,7/13/18
Dark Obsession,336811,Circ,1,10,15001,6/7/91
Dark Phoenix,0,Fox,0,0,0,6/7/19
Dark Places,208588,A24,151,151,0,8/7/15
Dark River,7714,FR,2,2,4246,6/29/18
Dark Shadows,79727149,WB,3755,3755,29685274,5/11/12
Dark Skies,17418667,W/Dim.,2313,2313,8189166,2/22/13
Dark Star: H.R. Giger's World,61044,Icar.,5,10,8349,5/15/15
Dark Streets,16815,Gold.,18,18,10958,12/12/08
Dark Tide,0,WHE,17,17,0,3/30/12
The Dark Tower,50701325,Sony,3451,3451,19153698,8/4/17
A Dark Truth,5750,Magn.,1,3,630,1/4/13
Dark Water,25473352,BV,2657,2657,9939251,7/8/05
DarkBlueAlmostBlack,6646,Strand,1,1,1897,10/19/07
The Darkest Hour,21443494,Sum.,2324,2327,2993519,12/25/11
Darkest Hour,56468410,Focus,4,1733,175006,11/22/17
The Darkest Minds,12692287,Fox,3127,3127,5842609,8/3/18
Darkman,33878502,Uni.,1786,1833,8054860,8/24/90
The Darkness,10753574,BH Tilt,1755,1769,4950859,5/13/16
Darkness,22163442,Dim.,1700,1718,6163306,12/25/04
Darkness Falls,32551396,SonR,2837,2865,12024917,1/24/03
Darling Companion,793815,SPC,4,64,39962,4/20/12
Darna Mana Hai,132348,Eros,26,26,82347,7/25/03
Darshan,66032,IFC,1,5,3360,7/26/06
The Darwin Awards,0,0,0,0,0,0
Darwin's Nightmare,203746,ICir,1,6,8072,8/3/05
Das Boot,10915250,Col.,2,2,26994,2/10/82
Das Boot: The Director's Cut,572426,Sony,13,29,68369,4/4/97
Das Experiment,144634,IDP,4,11,19857,9/20/02
Date Movie,48548426,Fox,2896,2898,19076261,2/17/06
Date Night,98711404,Fox,3374,3380,25207599,4/9/10
Date with an Angel,1988962,DEG,843,843,816062,11/20/87
The Daughter,26376,KL,0,2,0,1/27/17
Daughter of the Nile (re-issue),2640,Cohen,0,1,0,10/27/17
Daughters of the Dust,1642436,Kino,0,0,0,1/3/92
Daughters of the Dust (2016 re-release),40986,Cohen,1,4,10842,11/18/16
Dave,63270710,WB,1155,1916,7306755,5/7/93
Dave Chappelle's Block Party,11718595,Rog.,1200,1200,6214723,3/3/06
Dave Made a Maze,34117,Grav.,17,17,17135,8/18/17
David & Layla,120750,D&L,7,7,14491,7/20/07
David (2013),0,Relbig.,0,0,0,2/1/13
David and Goliath,316100,REI,31,34,154901,4/3/15
David Brent: Life on the Road,0,0,0,0,0,TBD
David Harum,0,Fox,0,0,0,3/1/34
David Lynch: The Art Life,171419,Jan.,1,8,10823,3/31/17
Dawn of the Crescent Moon,8799,Indic.,3,3,6411,7/24/15
Dawn of the Dead,59020957,Uni.,2745,2748,26722575,3/19/04
Dawn of the Planet of the Apes,208545589,Fox,3967,3969,72611427,7/11/14
The Dawn Patrol,0,WB,0,0,0,12/23/38
The Dawn Wall,66991,Orch.,2,4,21615,9/14/18
The Dawn Wall (Fathom),708790,Fathom,0,593,0,9/19/18
Dawson City: Frozen Time,132369,KL,0,8,0,10/2/16
The Day,20984,Anch.,12,12,10121,8/29/12
The Day After,24746,CGld,1,6,3727,5/11/18
The Day After Tomorrow,186740799,Fox,3425,3444,68743584,5/28/04
The Day He Arrives,13746,CGld,1,2,3311,4/20/12
The Day I Became a Woman,149971,TSG,14,14,48255,4/6/01
The Day I Saw Your Heart,3546,FM,1,1,2810,8/24/12
Day Night / Day Night,31856,IFC,1,6,5457,5/9/07
Day of the Dead,5000000,UFD,168,168,1700000,7/19/85
The Day of the Dolphin,2300000,AVCO,0,0,0,12/19/73
The Day the Earth Stood Still (1951),0,Fox,0,0,0,9/18/51
The Day the Earth Stood Still (2008),79366978,Fox,3560,3560,30480153,12/12/08
Day Watch,450897,FoxS,5,64,46730,6/1/07
A Day Without a Mexican,4179890,Tele,56,107,628807,5/14/04
Day Zero,16659,First,2,2,12070,1/18/08
Daybreak,6995,NM,1,1,2350,2/2/05
Daybreakers,30101577,LGF,2523,2523,15146692,1/8/10
Daylight,33023469,Uni.,2175,2189,10015875,12/6/96
Daylight (2011),4171,CP,1,1,959,7/15/11
Daylight's End,0,INDEP,0,0,0,8/26/16
Days and Clouds,112102,FM,2,4,16707,7/11/08
Days and Nights,13243,IFC,1,1,6003,9/26/14
Days of Being Wild,146310,Kino,1,4,18090,11/19/04
Days of Glory,320700,Wein.,2,29,10996,12/6/06
Days of Grace,4308,CP,1,1,2213,5/1/15
Days of Heaven,3446749,Par.,0,0,0,9/13/78
The Days of Nick Drake,17384,Roxie,1,1,4684,5/17/02
Days of Thunder,82670733,Par.,2307,2307,15490445,6/29/90
Daytime Drinking,4970,Elev.,1,1,389,6/5/09
The Daytrippers,2099677,Sony,2,52,35988,3/5/97
Dayveon,2077,FR,3,3,1592,9/13/17
Dazed and Confused,7993039,Gram.,183,214,918127,9/24/93
DCI 2017 Tour Premeire,467817,Fathom,0,478,0,6/22/17
De Dana Dan,944979,Eros,69,69,577381,11/27/09
De Mai Tinh (Fool for Love),165987,Vari.,8,8,49313,9/10/10
De Palma,165237,A24,3,19,30355,6/10/16
De-Lovely,13456633,UA,16,410,292963,7/2/04
The Dead,4370078,Vest,6,6,69074,12/18/87
Dead 5: Rave to the Grave,0,Free,0,0,0,0
Dead Again,38016380,Par.,450,940,3479395,8/23/91
Dead Alive,242623,Trim.,3,11,23765,2/12/93
Dead Awake,0,NFC,55,55,0,12/3/10
Dead Awake (2017),11528,FR,12,12,8834,5/12/17
Dead Bang,8125592,WB,1073,1073,2847690,3/24/89
Dead Before Dawn 3D,0,GVE,10,10,0,9/6/13
Dead Calm,7825009,WB,959,959,2463551,4/7/89
Dead Fish,0,0,0,0,0,0
The Dead Girl,19875,First,2,2,6613,12/29/06
Dead Heat,3588626,NW,1012,1012,1667036,5/6/88
The Dead Lands,5240,Magn.,3,3,1327,4/17/15
Dead Man,1037847,Mira.,16,37,104649,5/10/96
Dead Man Down,10895295,FD,2188,2188,5345250,3/8/13
Dead Man on Campus,15064946,Par.,1797,1830,4704688,8/21/98
Dead Man Walking,39363635,Gram.,4,821,118266,12/29/95
Dead Man's Burden,29634,Cdgm.,1,3,7620,5/3/13
Dead Man's Shoes,6408,Magn.,1,2,1825,5/12/06
Dead Men Don't Wear Plaid,18196170,Uni.,882,906,4289601,5/21/82
Dead of Winter,2413427,MGM,491,491,951548,2/6/87
Dead or Alive: Final,2591,Kino,1,1,1841,11/29/02
Dead Poets Society,95860116,BV,8,1109,340456,6/2/89
The Dead Pool,37903295,WB,1831,1831,9071330,7/15/88
Dead Presidents,24147179,BV,1081,1084,7943778,10/6/95
Dead Ringers,8038508,Fox,1042,1048,3012180,9/23/88
Dead Silence,16809076,Uni.,1805,1806,7842725,3/16/07
Dead Snow,46742,IFC,1,4,5363,6/19/09
Dead Snow 2: Red vs. Dead,37473,WGUSA,25,25,17331,10/10/14
The Dead Zone,20766616,Par.,1293,1293,4556083,10/21/83
Deadfall,18369,Trim.,2,2,9183,10/8/93
Deadfall (2012),66351,Magn.,11,17,19391,12/7/12
Deadfall Trail,0,Noct.,0,0,0,5/14/10
Deadline,141211,Skou,46,46,86681,9/11/87
Deadline (2012),0,TF,9,9,0,2/17/12
Deadly Blessing,8279042,MGM,0,0,0,8/14/81
Deadly Friend,8988731,WB,1213,1213,3804429,10/10/86
Deadly Renovations,146146,Noct.,13,13,42588,6/8/12
Deadpool,363070709,Fox,3558,3856,132434639,2/12/16
Deadpool 2,318489015,Fox,4349,4349,125507153,5/18/18
Deadtime,156072,Noct.,18,18,30240,5/11/12
Deadtime Stories,2750741,PEC,255,255,708112,11/28/86
Deal,61626,MGM,50,51,35281,4/25/08
The Deal,0,Front,0,0,0,6/17/05
Deal of the Century,10369581,WB,1217,1226,3520605,11/4/83
Dealin' With Idiots,17909,IFC,1,3,8508,7/12/13
Dealt,30414,IFC,1,10,4293,10/20/17
Dean,254536,CBS,15,83,60366,6/2/17
Dear Frankie,1341332,Mira.,5,96,37542,3/4/05
Dear God,7138523,Par.,1754,1774,3213045,11/1/96
Dear Jesse,17744,Cow.,1,3,1508,6/26/98
Dear John,80014842,SGem,2969,3062,30468614,2/5/10
Dear Mr. Watterson,23899,SD,5,9,6199,11/15/13
Dear Wendy,23106,Wells,7,7,8222,9/23/05
Dear White People,4404154,RAtt.,11,393,347959,10/17/14
Dear Zachary: A Letter to a Son About His Father,18334,Osci.,1,3,2886,10/31/08
Dear Zindagi,2376479,Relbig.,153,156,977862,11/23/16
The Death and Life of Bobby Z,0,0,0,0,0,0
Death and the Maiden,3103716,FL,6,572,74366,12/23/94
Death at a Funeral (2007),8580428,MGM,260,324,1282973,8/17/07
Death at a Funeral (2010),42739347,SGem,2459,2459,16217540,4/16/10
Death Becomes Her,58422650,Uni.,1409,1866,12110355,7/31/92
Death Before Dishonor,4546244,NW,776,776,1847950,2/20/87
Death by China,38492,A23,1,3,5701,8/17/12
Death Defying Acts,5665,TRR,2,2,3561,7/11/08
The Death Factory Bloodletting,4638,Noct.,1,1,3822,5/15/09
Death House,23833,Hann.,1,7,10140,3/2/18
Death in Love,23412,Scre.,4,4,14296,7/17/09
Death Metal Angola,4674,TVC,1,1,895,11/7/14
Death of a Dynasty,42108,TLA,16,16,28107,4/29/05
Death of a Ghost Hunter,3984,Noct.,1,1,3648,6/12/09
Death of a Nation,5882235,QF,1005,1005,2356522,8/3/18
Death of a President,519086,NM,143,143,281778,10/27/06
Death of a Superhero,607,Trib.,1,1,345,5/4/12
The Death of Louis XIV,43113,CGld,1,6,8002,3/31/17
The Death of Mr. Lazarescu,80301,Tar.,1,5,5880,4/26/06
The Death of Stalin,8041828,IFC,4,548,184805,3/9/18
Death of the Virgin,25247,Indic.,3,3,8628,2/10/12
Death on the Nile,14560084,Par.,0,0,0,9/29/78
Death on the Nile (2019),0,Fox,0,0,0,12/20/19
Death Race,36316032,Uni.,2532,2586,12621090,8/22/08
Death Race 2000,0,NW,0,0,0,4/27/75
Death Sentence,9534258,Fox,1822,1823,4231321,8/31/07
Death to Smoochy,8364691,WB,2164,2164,4266463,3/29/02
Death Valley,5211,Indic.,2,2,4344,10/16/15
Death Warrant,16853487,MGM,1089,1090,5019902,9/14/90
Death Wish,22000000,Par.,0,0,0,7/24/74
Death Wish (2018),34017028,MGM,2847,2882,13010267,3/2/18
Death Wish 3,16116878,Can.,1460,1460,5319116,11/1/85
Death Wish 4: The Crackdown,6880310,Can.,1030,1030,2466557,11/6/87
Death Wish II,16100000,Film,377,377,1871487,2/19/82
Death Wish V: The Face of Death,1702394,Trim.,248,248,503936,1/14/94
Deathstalker,11919250,NW,166,250,456700,9/2/83
Deathtrap,19282134,WB,341,603,2238977,3/19/82
The Debt,31177548,Focus,1826,1874,9909499,8/31/11
The Debut,1745778,Men.,3,5,42534,3/16/01
A Decade Under the Influence,34837,IFC,1,3,2320,4/25/03
The Decalogue,655720,NYer,1,1,18044,6/9/00
Deceived,28738096,BV,969,1201,4316719,9/27/91
Deceiver,572433,MGM,211,211,279103,1/30/98
The Deceivers,346297,Cinc,1,68,18245,9/2/88
December,5868,IRS,2,2,4529,12/6/91
December Boys,50715,WIP,4,13,15810,9/14/07
A Decent Factory,7925,Icar.,1,1,1900,6/29/05
The Decent One,21327,KL,0,2,0,10/1/14
Deception (1993),608866,Mira.,67,112,162274,10/29/93
Deception (2008),4598506,Fox,2001,2001,2312146,4/25/08
Deceptive Practice: The Mysteries and Mentors of Ricky Jay,152791,KL,1,7,13802,4/17/13
Deck the Halls,35093569,Fox,3205,3205,12001256,11/22/06
Declaration of War,59100,IFC,6,11,12791,1/27/12
Decline of the American Empire,1902706,Cinpx,0,0,0,11/14/86
The Decline of Western Civilization Part II: The Metal Years,373743,NL,21,21,45008,6/3/88
Decoding Annie Parker,48390,EOne,13,13,16781,5/2/14
Decoding Deepak,9100,SF,3,3,9100,10/5/12
Deconstructing Harry,10686841,FL,10,445,356476,12/12/97
The Decoy Bride,759,IFC,1,1,542,3/9/12
Decoys,84733,Lions,55,55,84733,2/27/04
Dedication,92853,Wein.,4,8,23832,8/24/07
The Deep,47346365,Col.,731,731,6835540,6/17/77
Deep Blue,132261,Mira.,2,5,8373,6/3/05
The Deep Blue Sea,1126525,MBox,31,61,123841,3/23/12
Deep Blue Sea,73648142,WB,2854,2901,19107643,7/30/99
Deep Cover,16639799,NL,901,902,3451356,4/17/92
The Deep End,8823109,FoxS,6,412,141852,8/10/01
The Deep End of the Ocean,13898649,Sony,1907,1907,5558400,3/12/99
Deep Gold,12000,BFA,25,25,7000,4/22/11
Deep Impact,140464664,Par.,3156,3280,41152375,5/8/98
Deep Rising,11203026,BV,1758,1788,4737793,1/30/98
Deep Sea 3D (IMAX),46365238,WB,43,47,700213,3/3/06
Deep Water,271143,IFC,2,17,22632,8/24/07
Deepstar Six,8143225,TriS,1117,1118,3306320,1/13/89
Deepwater Horizon,61433527,LG/S,3259,3403,20223544,9/30/16
The Deer Hunter,48979328,Uni.,0,0,0,12/8/78
Deewaar,111423,Eros,41,41,111423,6/25/04
Deewane Huye Paagal,364357,UTV,48,48,145780,11/24/05
Def by Temptation,2218579,Troma,11,57,54582,5/11/90
Def Jam's How to Be a Player,14009368,Gram.,751,756,4206656,8/8/97
Def-Con 4,1057064,NW,54,54,210904,3/15/85
Defamation,12038,FRun,4,4,4725,11/20/09
Defence of the Realm,750000,Hemd,4,15,19938,11/21/86
Defending Your Life,16371128,WB,3,715,92622,3/22/91
Defendor,44462,Dar.,3,4,13265,2/19/10
Defenseless,6413375,NL,666,668,1590439,8/23/91
Defiance,28644813,ParV,2,1793,123513,12/31/08
Defiance (1980),0,Col.,0,0,0,3/14/80
Defining Hope,15788,Gathr,0,2,0,11/3/17
"Definitely, Maybe",32241649,Uni.,2204,2220,9764270,2/14/08
Deitrick Haddon's A Beautiful Soul,54008,TMF&RE,20,20,46410,5/4/12
Deja Vu,64038616,BV,3108,3108,20574802,11/22/06
Deja Vu (1998),1086181,RBR,7,39,29018,4/24/98
Dekalog (2016 re-release),106494,Jan.,3,5,18532,9/2/16
Delgo,694782,Free,2160,2160,511920,12/12/08
Delhi 6,879913,UTV,90,90,602850,2/20/09
Delhi Belly,1532594,UTV,89,90,581943,7/1/11
Delhi Safari,0,AppArt,3,3,0,12/7/12
Deli Man,502294,Cohen,15,38,37321,2/27/15
Delicacy,498584,Cohen,0,0,0,3/16/12
The Delicate Art of Parking,213008,Libre,1,10,15859,4/2/04
A Delicate Balance,0,AFT,0,0,0,12/10/73
Delicatessen,1794187,Mira.,1,32,4733,4/3/92
Delirious (1991),5546827,MGM,1142,1142,1803059,8/9/91
Delirious (2007),86460,PArch,5,5,19030,8/15/07
Delirium,0,HTR,0,0,0,TBD
Deliver Us from Eva,17573594,Focus,1139,1139,6648374,2/7/03
Deliver Us From Evil,30577122,SGem,3049,3049,9740471,7/2/14
Deliver Us from Evil (2006),201275,LGF,4,24,15656,10/13/06
Delivery Man,30664106,BV,3036,3036,7944977,11/22/13
Delivery: The Beast Within,0,Sal.,0,0,0,5/30/14
Delta Farce,8130530,LGF,1931,1931,3420645,5/11/07
The Delta Force,17768900,Can.,1720,1720,5959505,2/14/86
Delta Force 2: Operation Stranglehold,6698361,MGM,908,909,1854379,8/24/90
Delta of Venus,63174,FL,1,4,3750,10/13/95
Demi-Soeur,943,Rialto,1,1,634,2/7/14
Demolition,1978592,FoxS,854,862,1100042,4/8/16
Demolition Man,58055768,WB,2246,2258,14262432,10/8/93
Demon,104038,Orch.,3,24,13023,9/9/16
Demon Knight,21089146,Uni.,1729,1732,10019555,1/13/95
demonlover,232044,Palm,8,15,39284,9/19/03
Demons,2900,Uncork'd,2,3,1202,10/5/17
Den of Thieves,44947622,STX,2432,2432,15206108,1/19/18
Denial,4073489,BST,5,648,93728,9/30/16
Denise Calls Up,148121,SPC,2,16,10006,3/29/96
Dennis the Menace,51270765,WB,2085,2085,9331139,6/25/93
The Departed,132384315,WB,3017,3017,26887467,10/6/06
The Departure,24662,Mats.,1,7,4850,10/13/17
Departures,1498210,Reg.,9,27,74945,5/29/09
Der Schuh des Manitu,0,0,0,0,0,0
Derailed,36024076,Wein.,2443,2447,12211986,11/11/05
Derrida,157200,Zeit.,1,6,11473,10/23/02
Desbocados,27908,Slow,20,20,22997,2/27/09
The Descendants,82584160,FoxS,29,2038,1190096,11/16/11
Descent,15233,CityL,2,2,8411,8/10/07
The Descent,26024456,LGF,2095,2095,8911330,8/4/06
Desert Bayou,14350,CLS,1,1,6976,10/5/07
Desert Bloom,416393,Col.,2,15,22797,4/18/86
Desert Blue,100590,Gold.,5,9,13092,6/4/99
The Desert Bride,30110,Strand,2,4,2127,5/4/18
Desert Dancer,155271,Rela.,23,36,40763,4/10/15
Desert Flower,44348,NGE,3,8,7657,3/18/11
Desert Hearts,2492088,Gold.,0,0,0,3/7/86
Desert Hearts (2017 Re-Release),0,Jan.,0,0,0,7/19/17
Deserted Station,18867,FRun,1,1,841,7/2/04
Desi Boyz,1078826,Eros,103,103,702325,11/25/11
Desierto,2002036,STX,73,168,514282,10/14/16
Design is One,16386,FRun,1,1,4236,10/11/13
The Designated Mourner,215292,First,0,0,0,5/2/97
Desk Set,0,Fox,0,0,0,5/1/57
Desolation,18490,PDF,2,3,11320,1/26/18
Desperado,25405445,Sony,2027,2027,7910446,8/25/95
Desperate Acts of Magic,7373,GCF,1,2,2238,5/3/13
The Desperate Hours (1955),0,Par.,0,0,0,10/5/55
Desperate Hours (1990),2742912,MGM,1033,1033,1367657,10/5/90
Desperate Measures,13806137,Sony,1963,1963,5833412,1/30/98
Desperately Seeking Susan,27398584,Orion,268,1108,1526098,3/29/85
Despicable Me,251513985,Uni.,3476,3602,56397125,7/9/10
Despicable Me 2,368061265,Uni.,3997,4003,83517315,7/3/13
Despicable Me 3,264624300,Uni.,4529,4535,72434025,6/30/17
Destination Tokyo,0,WB,0,0,0,12/31/43
Destiny Turns on the Radio,1176982,Sav.,1126,1126,676659,4/28/95
Destricted,0,IFC,0,0,0,TBD
Destroyer,0,Annapurna,0,0,0,12/25/18
Detachment,72689,Trib.,2,15,10739,3/16/12
The Details,63595,RTWC,14,73,18528,11/2/12
Detective Byomkesh Bakshy,579055,Yash,82,82,338637,4/3/15
Detective Chinatown (Tang ren jie tan an),474252,CL,33,36,280281,1/15/16
Detective Chinatown 2,1983984,WB,115,115,704047,2/16/18
Detective Dee and the Mystery of the Phantom Flame,459836,IM,3,48,52617,9/2/11
Detective Dee: The Four Heavenly Kings,262963,WGUSA,31,31,126929,7/27/18
Detective K: Secret of the Living Dead,104013,WGUSA,9,9,30288,2/16/18
Detective K: Secret of the Lost Island,185367,CJ,19,19,57663,3/6/15
Detective Pikachu,0,WB,0,0,0,5/10/19
Detention,0,Gold.,0,0,0,4/6/12
Detention of the Dead,1777,Anch.,2,2,1332,6/28/13
Deterrence,145071,ParC,7,17,23318,3/10/00
Detour,1788,Magn.,5,5,145,1/20/17
Detroit,16790139,Annapurna,20,3007,350190,7/28/17
Detroit 9000 (Re-issue),3179,Roll.,2,2,2054,10/9/98
Detroit Rock City,4217115,NL,1802,1802,2005512,8/13/99
Detropia,390024,LF,1,24,17414,9/7/12
Deuce Bigalow: European Gigolo,22400154,Sony,3127,3127,9626287,8/12/05
Deuce Bigalow: Male Gigolo,65538755,BV,2154,2162,12224016,12/10/99
Deuces Wild,6080065,MGM,1480,1480,2704682,5/3/02
Dev,84728,Eros,35,35,84728,6/11/04
Dev D,18613,UTV,4,4,10950,2/6/09
Devdas,2745382,Eros,0,0,0,7/12/02
Devil,33601190,Uni.,2809,2811,12289375,9/17/10
Devil and Angel (E Gun Tian Shi),131058,CL,12,12,44855,12/31/15
The Devil and Daniel Johnston,334450,SPC,5,17,23192,3/31/06
The Devil and Father Amorth,20449,Orch.,8,8,7814,4/20/18
The Devil and Max Devlin,16000000,BV,0,0,0,2/6/81
The Devil Came on Horseback,132782,ICir,1,7,11143,7/25/07
Devil Girl,3244,Noct.,3,3,2769,9/18/09
Devil in a Blue Dress,16140822,Sony,1432,1432,5422385,9/29/95
Devil in the Flesh,546904,OrionC,0,0,0,5/29/87
The Devil Inside,53261944,Par.,2285,2551,33732515,1/6/12
The Devil Wears Prada,124740460,Fox,2847,2882,27537244,6/30/06
The Devil's Advocate,60944660,WB,2161,2404,12170536,10/17/97
The Devil's Backbone,755249,SPC,4,35,34963,11/21/01
The Devil's Brigade,0,UA,0,0,0,5/15/68
The Devil's Double,1361512,LGF,5,89,96414,7/29/11
Devil's Due,15821461,Fox,2544,2544,8308220,1/17/14
The Devil's Hand,5746,RAtt.,17,17,4239,10/10/14
Devil's Island,5814,Live,1,1,5814,3/12/99
The Devil's Miner,14289,FRun,2,2,4393,3/17/06
The Devil's Own,42868348,Sony,2504,2504,14274503,3/28/97
The Devil's Rejects,17044981,Lions,1757,1757,7067335,7/22/05
The Devil's Violinist,11294,Free,10,10,8013,1/30/15
"The Devil, Probably (2012 re-release)",26816,FDesk,1,2,1688,1/13/12
Devils on the Doorstep,18944,Cow.,1,1,3227,12/18/02
The Devotion of Suspect X,686435,CL,43,46,323207,3/31/17
Dha Dkan,45380,Eros,16,16,45380,8/11/00
Dhadak,0,0,0,0,0,7/20/18
Dhamaal,166339,Shem.,39,39,166339,9/7/07
The Dhamma Brothers,40492,Bal.,1,3,3710,4/11/08
Dhan Dhana Dhana Goal,125547,UTV,32,32,66011,11/21/07
Dheepan,261819,IFC,2,26,20249,5/6/16
Dhobi Ghat (Mumbai Diaries),576639,UTV,78,78,365297,1/21/11
Dhoom,245756,Yash,32,32,102860,8/27/04
Dhoom 2,2643586,Yash,63,63,979001,11/23/06
Dhoom 3,8031955,Yash,239,239,3423508,12/20/13
Dhoondte Reh Jaoge,5127,UTV,10,10,5126,3/6/09
The Diabolical,0,0,0,0,0,2015
Diabolique,0,UMPO,0,0,0,11/21/55
Diabolique (1996),17100266,WB,1824,1824,5524055,3/22/96
Dial 'M' for Murder (Re-issue),12562,WB,1,1,12562,4/9/99
Dial M for Murder,0,WB,0,0,0,5/29/54
Diamond Head,0,Col.,0,0,0,1/30/63
Diamond Men,191221,Pan.,3,15,14749,9/14/01
Diamond's Edge,12751,Castle,30,30,12751,11/30/90
Diamonds,88428,Mira.,2,27,7837,12/10/99
Diamonds Are Forever,43819547,UA,0,0,0,12/17/71
Diana,335359,EOne,38,100,67754,11/1/13
Diana Vreeland: The Eye Has to Travel,1017579,Gold.,3,27,63700,9/21/12
Diary of a Chambermaid,54235,Cohen,2,9,10053,6/10/16
Diary of a Country Priest (2011 re-release),46979,Rialto,1,2,7674,2/25/11
Diary of a Hitman,31815,VisI,18,18,17388,5/1/92
The Diary of a Teenage Girl,1477002,SPC,4,795,52334,8/7/15
Diary of a Wimpy Kid,64003625,Fox,3077,3083,22126166,3/19/10
Diary of a Wimpy Kid: Dog Days,49008662,Fox,3391,3401,14623599,8/3/12
Diary of a Wimpy Kid: Rodrick Rules,52698535,Fox,3167,3169,23751502,3/25/11
Diary of a Wimpy Kid: The Long Haul,20738724,Fox,3157,3174,7126084,5/19/17
Dice Rules,637327,7Art,0,0,0,5/17/91
Dick,6262878,Sony,1522,1522,2210267,8/3/99
Dick Tracy,103738726,BV,2332,2332,22543911,6/15/90
Dickie Roberts: Former Child Star,22738671,Par.,2026,2083,6660540,9/5/03
Dictator,104734,Eros,19,19,30593,1/13/16
The Dictator,59650222,Par.,3008,3014,17435092,5/16/12
Did You Hear About the Morgans?,29580087,Sony,2718,2718,6616571,12/18/09
Did You Wonder Who Fired the Gun?,20765,Ghop,3,3,5725,2/28/18
Die Another Day,160942139,MGM,3314,3377,47072040,11/22/02
Die Hard,83008852,Fox,21,1713,601851,7/15/88
Die Hard 2: Die Harder,117540947,Fox,2507,2507,21744661,7/6/90
Die Hard: With A Vengeance,100012499,Fox,2525,2579,22162245,5/19/95
Die Mommie Die!,320092,Sun.,10,17,54129,10/31/03
A Different American Dream,1172,FRun,0,1,848,1/6/17
Different for Girls,300645,First,14,16,52816,9/12/97
Difret,49667,TA,1,4,6777,10/23/15
DIG!,127067,Palm,2,10,20437,10/1/04
Diggers,66517,Magn.,17,17,32867,4/27/07
Digging for Fire,119364,Orch.,3,30,25000,8/21/15
Digging to China,43961,Mns.,10,10,19162,9/11/98
Digging Up the Marrow,10969,HF,0,1,0,2/12/15
Diggstown,4836637,MGM,733,733,1504099,8/14/92
Digimon Adventure tri.,190581,Elev.,457,457,163005,9/15/16
Digimon: The Movie,9631153,Fox,1823,1825,4233304,10/6/00
Dil Bole Hadippa! (My Heart Goes Hooray),644046,Yash,54,54,351457,9/18/09
Dil Dhadakne Do,3066100,Eros,238,238,1326267,6/5/15
Dil Jo Bhi Kahe,129319,Eros,33,33,91319,9/23/05
Dil Ka Rishtaa,345649,Tips,18,18,52170,1/17/03
Dil Kya Kare,284856,Eros,35,35,188732,9/24/99
The Dilemma,48475290,Uni.,2940,2943,17816230,1/14/11
Dillagi,401245,Eros,38,38,178909,11/19/99
Dilwale,4871263,UTV,268,268,1920402,12/17/15
